IDs,LPPM
6073-962,geoi001
6075-964,NOBF
6075-963,NOBF
6076-962,NOBF
6076-961,NOBF
6079-966,NOBF
6079-969,NOBF
6079-970,NOBF
6079-967,NOBF
6079-968,NOBF
6079-971,NOBF
6086-964,promesse200
6086-981,NOBF
6086-982,NOBF
6087-965,geoi001
6087-981,trl1
6094-979,NOBF
6094-980,NOBF
6094-964,geoi01
6094-969,NOBF
6094-978,NOBF
6094-973,NOBF
6094-976,NOBF
6096-970,NOBF
6096-976,NOBF
6096-961,NOBF
6096-977,NOBF
6097-970,NOBF
6097-965,NOBF
6097-985,trl1
6097-984,NOBF
6097-972,NOBF
6097-964,NOBF
6104-963,NOBF
6104-962,geoi001
6106-982,NOBF
6106-971,NOBF
6106-970,NOBF
6106-962,trl1
6106-989,geoi001
6106-969,NOBF
6106-976,NOBF
6106-987,NOBF
6106-991,promesse50
6106-963,NOBF
6109-985,NOBF
6109-986,NOBF
6109-966,trl1
6109-982,NOBF
6109-980,geoi005
6109-970,trl1
6109-987,NOBF
6109-977,trl1
6109-968,trl1
6109-981,trl1
6109-973,trl1
6109-965,trl1
6109-969,trl1
6109-967,trl1
6109-972,trl1
6109-971,trl1
6109-976,NOBF
6109-975,promesse100
6109-974,trl1
6167-971,geoi005
6167-986,NOBF
6167-969,trl3
6167-979,trl1
6167-963,NOBF
6167-980,trl1
6167-987,geoi001
6167-984,NOBF
6167-988,NOBF
6167-981,geoi01
6167-970,geoi01
6167-985,NOBF
6167-967,NOBF
6167-990,geoi001
6167-965,NOBF
6168-981,trl3
6168-961,trl2
6168-977,trl1
6168-992,promesse200
6168-969,trl2
6168-976,trl3
6168-987,promesse200
6168-986,trl1
6168-952,trl3
6168-991,NOBF
6168-990,NOBF
6168-988,NOBF
6168-960,geoi001
6168-989,NOBF
6168-962,geoi005
6168-958,geoi001
6170-974,promesse50
6170-977,geoi001
6170-975,trl1
6170-971,NOBF
6170-982,trl2
6170-986,trl3
6170-978,trl2
6170-973,NOBF
6170-972,NOBF
6170-968,geoi001
6170-981,promesse100
6170-979,promesse50
6170-969,NOBF
6172-979,NOBF
6172-971,NOBF
6172-970,NOBF
6172-975,NOBF
6172-976,NOBF
6172-980,NOBF
6174-952,geoi001
6174-988,trl1
6174-953,promesse50
6174-962,promesse50
6174-959,promesse100
6174-987,NOBF
6174-977,geoi001
6174-975,NOBF
6174-954,promesse50
6174-955,promesse100
6174-970,trl2
6174-971,trl3
6174-956,promesse100
6174-964,promesse200
6174-980,trl3
6174-961,geoi001
6174-973,NOBF
6174-968,trl3
6174-958,promesse200
6174-960,promesse100
6174-951,promesse50
6174-976,NOBF
6174-974,NOBF
6174-969,geoi001
6174-957,promesse200
6174-967,NOBF
6174-979,promesse100
6174-950,promesse50
6174-966,NOBF
6174-981,NOBF
6174-949,promesse50
6175-959,NOBF
6175-979,NOBF
6175-960,NOBF
6175-962,NOBF
6175-963,NOBF
6175-980,geoi005
6175-958,NOBF
6176-989,NOBF
6176-972,geoi005
6176-974,geoi01
6176-978,NOBF
6176-967,NOBF
6176-971,promesse200
6176-973,geoi005
6176-994,NOBF
6176-965,NOBF
6176-977,promesse100
6176-975,geoi01
6177-949,promesse50
6177-981,NOBF
6177-969,promesse200
6177-983,trl2
6177-978,NOBF
6177-951,geoi01
6177-950,geoi001
6177-973,promesse50
6177-982,trl3
6177-984,trl3
6177-971,geoi001
6177-980,NOBF
6177-954,geoi001
6177-970,promesse100
6177-974,trl3
6177-948,NOBF
6178-971,NOBF
6178-966,promesse100
6178-972,geoi01
6178-967,NOBF
6179-985,geoi001
6179-983,promesse200
6179-959,trl3
6179-982,geoi001
6179-976,NOBF
6179-974,NOBF
6179-977,NOBF
6179-975,NOBF
6179-986,geoi001
6179-960,geoi001
6179-978,promesse100
6179-961,geoi001
6179-971,geoi001
6179-962,trl3
6179-963,promesse200
6179-973,NOBF
6180-968,trl2
6180-975,trl1
6180-985,NOBF
6180-977,trl1
6180-970,NOBF
6180-969,NOBF
6180-983,NOBF
6180-978,NOBF
6180-982,NOBF
6180-973,trl3
6180-984,NOBF
6181-986,geoi001
6181-960,trl2
6181-959,geoi001
6187-965,trl1
6187-976,promesse100
6187-974,NOBF
6187-975,NOBF
6187-966,promesse200
6187-977,NOBF
6187-964,promesse100
6187-967,promesse100
6189-988,NOBF
6189-990,NOBF
6189-952,trl2
6189-991,NOBF
6189-989,NOBF
6194-961,trl2
6194-967,trl1
5477-1024,NOBF
5477-1030,NOBF
5477-1029,NOBF
5479-1030,NOBF
5479-1031,NOBF
5479-1033,NOBF
5479-1034,NOBF
5480-1014,NOBF
5480-1015,NOBF
5480-1016,NOBF
5480-1017,NOBF
5480-1020,NOBF
5480-1018,NOBF
5480-1021,promesse50
5542-1042,promesse200
5542-1043,promesse100
5542-1039,geoi005
5542-1040,promesse100
5542-1028,trl1
5542-1041,trl1
5542-1044,trl2
5542-1001,geoi001
5542-1018,geoi005
5542-1000,trl1
5542-999,geoi01
5925-1028,NOBF
5925-1006,NOBF
5925-1013,NOBF
5925-1012,NOBF
5925-1014,NOBF
5925-1007,NOBF
5925-1008,NOBF
5925-1032,NOBF
5925-1005,NOBF
5925-997,NOBF
5925-998,NOBF
5925-1009,NOBF
5925-1000,NOBF
5925-1001,NOBF
5925-1031,NOBF
5925-1010,NOBF
5925-1011,NOBF
5925-1003,NOBF
5925-1002,NOBF
5928-1011,NOBF
5928-1018,NOBF
5928-1008,NOBF
5928-1036,NOBF
5928-1017,NOBF
5936-1031,NOBF
5936-1032,NOBF
5938-1030,trl2
5938-1014,geoi001
5938-1027,geoi001
5938-1010,promesse50
5938-1025,NOBF
5938-1028,trl2
5938-1032,trl2
5938-1011,promesse50
5938-1013,trl2
5938-1012,promesse100
5938-1029,geoi001
5938-1018,trl3
5938-1009,promesse50
5938-1017,promesse100
5938-1016,geoi001
5938-1021,geoi001
5938-1041,trl3
5938-1015,geoi001
5938-1020,geoi005
5938-1024,trl3
5938-1004,trl1
5938-1005,geoi005
5938-1040,geoi005
5938-1022,geoi005
5938-1039,geoi001
5938-999,promesse50
5939-1020,NOBF
5939-1021,NOBF
5939-1023,NOBF
5939-1009,geoi01
5939-1024,trl2
5939-1026,NOBF
5939-1010,promesse100
5939-1025,geoi01
5939-1030,NOBF
5939-1022,NOBF
5940-1017,NOBF
5940-1022,promesse100
5940-1029,NOBF
5940-1007,promesse50
5940-1006,NOBF
5940-1018,promesse50
5940-1027,NOBF
5940-1028,promesse50
5940-1020,NOBF
5941-1008,promesse100
5941-1007,geoi005
5941-1009,geoi001
5941-1027,trl2
5941-1016,trl3
5941-1019,trl2
5941-1029,NOBF
5941-1017,NOBF
5941-1018,promesse200
5941-1024,NOBF
5942-1019,NOBF
5942-1018,NOBF
5942-1021,NOBF
5942-1012,promesse100
5942-1022,NOBF
5942-1013,NOBF
5942-1023,NOBF
5942-1037,NOBF
5942-1036,NOBF
5943-1033,NOBF
5943-1032,NOBF
5943-1016,NOBF
5943-1019,NOBF
5943-1015,NOBF
5944-1029,promesse50
5944-1012,NOBF
5944-1030,NOBF
5944-1011,NOBF
5944-1033,NOBF
5944-1034,promesse100
5944-1031,NOBF
5945-1038,trl3
5945-1007,trl2
5945-1029,trl1
5945-1006,trl3
5945-1021,trl1
5945-1019,trl3
5945-1030,geoi005
5945-1025,trl1
5945-1012,trl2
5945-1028,trl1
5947-1029,trl1
5947-1028,NOBF
5947-1011,NOBF
5947-1025,NOBF
5947-1012,NOBF
5947-1010,NOBF
5947-1018,NOBF
5950-1031,NOBF
5950-1036,NOBF
5950-1035,NOBF
5950-1029,NOBF
5950-1037,geoi01
5953-1004,geoi005
5953-1015,promesse100
5953-1014,NOBF
5956-1009,NOBF
5957-1035,NOBF
5957-1032,NOBF
5957-1009,NOBF
5957-1034,NOBF
5958-1023,NOBF
5958-1015,NOBF
5958-1016,NOBF
5958-1032,NOBF
5958-1017,NOBF
5958-1018,promesse200
5958-1033,NOBF
5959-1009,geoi001
5959-1028,trl3
5959-1027,trl2
5959-1008,trl2
5960-1010,NOBF
5963-1030,NOBF
5963-1029,geoi01
5963-1034,trl3
5963-1008,promesse50
5963-1016,NOBF
5963-1006,geoi01
5963-1007,NOBF
5963-1017,promesse100
5963-1031,geoi01
5964-1027,NOBF
5964-1026,NOBF
5964-1019,geoi01
5964-1008,geoi01
5964-1031,NOBF
5964-1029,NOBF
5964-1009,NOBF
5964-1025,NOBF
5964-1028,NOBF
5964-1030,NOBF
5964-1016,NOBF
5964-1018,NOBF
5965-1028,NOBF
5965-1031,NOBF
5965-1027,promesse200
5965-1009,NOBF
5966-1007,geoi005
5966-1016,NOBF
5966-1019,trl1
5966-1017,NOBF
5966-1014,trl2
5966-1029,NOBF
5966-1009,geoi001
5967-1016,geoi01
5967-1007,NOBF
5967-1028,trl1
5967-1017,NOBF
5967-1019,geoi001
5969-1018,promesse200
5969-1012,promesse200
5969-1015,promesse200
5969-1022,NOBF
5969-1023,NOBF
5969-1016,promesse200
5969-1017,promesse200
5969-1021,NOBF
5969-1014,promesse200
5969-1024,geoi01
5969-1013,promesse200
5972-1023,NOBF
5972-1022,NOBF
5972-1027,geoi01
5972-1019,NOBF
5973-1017,NOBF
5973-1006,NOBF
5973-1005,NOBF
5973-1042,NOBF
5973-1004,NOBF
5973-1043,NOBF
5973-1003,NOBF
5973-1002,NOBF
5973-1001,NOBF
5973-1007,NOBF
5973-1000,NOBF
5973-999,NOBF
5973-1039,NOBF
5973-1041,NOBF
5973-1044,NOBF
5973-1008,trl3
5974-1029,promesse50
5974-1028,geoi005
5974-1032,NOBF
5974-1038,trl2
5974-1008,trl1
5974-1037,promesse200
5974-1009,NOBF
5974-1030,trl1
5974-1017,NOBF
5974-1027,NOBF
5976-1029,NOBF
5976-1018,trl1
5976-1022,trl3
5976-1023,promesse200
5976-1026,NOBF
5976-1030,promesse200
5976-1027,NOBF
5976-1020,trl2
5976-1041,NOBF
5976-1021,trl1
5976-1014,NOBF
5976-1019,geoi001
5976-1006,NOBF
5976-1008,NOBF
5976-1009,NOBF
5976-1007,NOBF
5976-1015,NOBF
5976-1025,geoi005
5976-1024,trl2
5976-1005,promesse200
5976-1016,NOBF
5977-1008,NOBF
5977-1015,trl3
5977-1009,trl3
5977-1003,trl2
5977-1012,trl3
5977-1011,trl2
5977-998,trl2
5977-997,trl3
5977-999,geoi001
5977-1027,trl1
5977-1014,geoi01
5977-1026,geoi01
5977-1010,trl2
5979-1019,NOBF
5979-1018,NOBF
5979-1039,geoi005
5979-1031,NOBF
5979-1038,NOBF
5979-1010,NOBF
5979-1011,NOBF
5982-1013,NOBF
5982-1014,NOBF
5982-1012,NOBF
5982-1015,NOBF
5982-1035,NOBF
5982-1026,NOBF
5982-1024,NOBF
5982-1025,NOBF
5982-1036,NOBF
5985-1030,NOBF
5985-1021,NOBF
5986-1037,NOBF
5986-1005,NOBF
5986-1038,NOBF
5988-1011,NOBF
5988-1013,NOBF
5988-1018,promesse50
5988-1030,NOBF
5988-1010,NOBF
5988-1032,geoi01
5988-1017,NOBF
5988-1012,NOBF
5989-1027,NOBF
5989-1012,NOBF
5989-1028,NOBF
5989-1030,NOBF
5989-1008,NOBF
5990-1030,NOBF
5990-1029,NOBF
5990-997,promesse50
5990-1014,NOBF
5991-1028,NOBF
5991-1018,geoi01
5993-1020,trl1
5993-1019,NOBF
5993-1044,trl1
5993-1021,geoi01
5993-1017,NOBF
5993-1006,geoi001
5993-1003,trl3
5993-1041,trl2
5993-1009,NOBF
5993-1043,trl3
5993-1008,trl2
5993-1010,NOBF
5993-1042,trl2
5993-1007,trl3
5995-1009,trl1
5995-1032,NOBF
5995-1010,NOBF
5995-1007,trl1
5995-1031,NOBF
6001-1018,NOBF
6001-1029,geoi005
6001-1008,NOBF
6001-1020,NOBF
6001-1030,NOBF
6001-1017,NOBF
6001-1016,NOBF
6001-1019,NOBF
6003-1005,NOBF
6003-1011,NOBF
6003-1007,NOBF
6003-1015,NOBF
6003-1030,NOBF
6003-1017,NOBF
6003-1010,NOBF
6003-1016,NOBF
6003-1006,NOBF
6003-1014,NOBF
6003-1019,NOBF
6003-1013,NOBF
6003-1029,NOBF
6003-1012,NOBF
6003-1031,NOBF
6003-1027,NOBF
6003-1028,NOBF
6004-1031,NOBF
6004-1035,promesse50
6004-1032,NOBF
6004-1021,NOBF
6004-1033,NOBF
6004-1034,promesse100
6004-1029,promesse100
6004-1011,geoi01
6004-1008,promesse200
6004-1030,NOBF
6004-1038,promesse100
6004-1036,geoi001
6004-1026,geoi005
6004-1028,NOBF
6004-1019,NOBF
6004-1022,trl1
6005-1027,NOBF
6005-1030,NOBF
6005-1028,NOBF
6005-1021,NOBF
6012-1021,NOBF
6012-1023,NOBF
6012-1025,NOBF
6012-1036,NOBF
6012-1035,NOBF
6012-1024,NOBF
6014-1010,promesse50
6014-1028,NOBF
6014-1030,NOBF
6015-1008,NOBF
6015-1033,NOBF
6015-1009,trl2
6023-1005,trl2
6023-1025,trl3
6027-1005,geoi01
6027-1015,promesse200
6027-1012,trl3
6027-1013,trl2
6030-1026,NOBF
6030-1025,NOBF
6031-1029,geoi005
6031-1028,NOBF
6031-1011,NOBF
6033-1026,NOBF
6033-1031,NOBF
6033-1010,NOBF
6033-1030,promesse50
6034-1026,NOBF
6034-1025,NOBF
6034-1030,geoi005
6034-1013,promesse200
6034-1012,NOBF
6034-1015,NOBF
6034-1011,promesse200
6035-1005,NOBF
6035-1027,trl1
6035-1003,geoi001
6035-1004,promesse50
6035-1025,trl2
6035-1006,promesse200
6035-1026,NOBF
6038-1023,NOBF
6038-1030,trl1
6038-1015,trl3
6038-1031,trl1
6038-1024,NOBF
6038-1028,NOBF
6038-1005,geoi001
6038-1029,promesse100
6039-1043,NOBF
6039-1011,NOBF
6039-1031,NOBF
6040-1026,geoi001
6040-1029,NOBF
6040-1014,trl1
6040-1021,promesse50
6040-1018,geoi005
6040-1007,trl1
6040-1022,trl1
6042-1009,NOBF
6042-1019,NOBF
6042-1027,NOBF
6042-1010,NOBF
6042-1028,trl1
6043-1030,trl1
6043-1014,NOBF
6043-1013,geoi01
6043-1031,NOBF
6045-1008,NOBF
6045-1027,NOBF
6045-1009,NOBF
6045-1028,NOBF
6051-1030,NOBF
6051-1012,promesse100
6051-1031,geoi005
6051-1011,NOBF
6051-1029,NOBF
6058-1031,promesse100
6058-1037,NOBF
6058-1009,trl2
6061-1014,NOBF
6061-1017,NOBF
6061-1030,promesse100
6061-1023,NOBF
6061-1015,NOBF
6061-1018,NOBF
6061-1024,NOBF
6061-1016,NOBF
6061-1025,geoi005
6063-1012,NOBF
6063-1028,NOBF
6063-1029,NOBF
6068-1031,NOBF
6068-1029,promesse100
6068-1019,geoi005
6068-1018,trl3
6068-1009,promesse200
6068-1030,NOBF
6068-1010,promesse50
6070-1012,NOBF
6070-1011,NOBF
6070-1010,geoi01
6070-1027,NOBF
6070-1030,promesse200
6070-1029,geoi001
6070-1028,NOBF
6070-1013,NOBF
6070-1019,NOBF
6070-1017,NOBF
6070-1016,NOBF
6072-1040,trl2
6072-1010,NOBF
6072-1039,geoi001
6072-1038,trl1
6072-1009,trl2
6072-1036,trl2
6072-1037,trl2
6072-1012,NOBF
6072-1007,trl2
6072-1028,NOBF
6072-1008,trl2
6072-1027,NOBF
6073-1020,promesse200
6073-1029,NOBF
6073-1030,NOBF
6073-1031,NOBF
6074-1012,NOBF
6076-1033,NOBF
6076-1026,NOBF
6076-1027,NOBF
6076-1025,NOBF
6079-1019,NOBF
6079-1040,NOBF
6079-1038,NOBF
6079-1041,NOBF
6079-1018,NOBF
6079-1039,NOBF
6082-1010,geoi01
6082-1011,NOBF
6082-1032,geoi005
6082-1012,NOBF
6082-1029,geoi001
6082-1014,trl3
6082-1019,promesse100
6085-1030,NOBF
6085-1029,NOBF
6085-1015,NOBF
6085-1016,NOBF
6085-1018,NOBF
6085-1033,NOBF
6085-1009,promesse50
6085-1019,NOBF
6086-1030,promesse200
6086-1031,geoi005
6086-1012,trl1
6087-1036,promesse200
6087-1013,geoi01
6087-1035,NOBF
6094-1017,NOBF
6094-1019,NOBF
6094-1012,promesse50
6094-1029,promesse200
6096-1040,NOBF
6096-1041,promesse100
6096-1029,NOBF
6096-1028,trl1
6097-1024,NOBF
6097-1031,promesse100
6097-1012,trl1
6097-1013,promesse200
6104-1010,geoi005
6106-1023,NOBF
6106-1022,NOBF
6106-1030,NOBF
6106-1017,NOBF
6106-1033,NOBF
6106-1029,NOBF
6106-1024,NOBF
6106-1010,NOBF
6106-1009,NOBF
6106-1032,NOBF
6109-1015,NOBF
6109-1031,promesse50
6109-1018,NOBF
6109-1025,geoi005
6109-1013,NOBF
6109-1030,NOBF
6109-1009,NOBF
6109-1014,NOBF
6109-1011,NOBF
6109-1016,NOBF
6109-1012,NOBF
6109-1017,NOBF
6109-1024,NOBF
6167-1022,promesse50
6167-1030,geoi001
6167-1021,promesse50
6167-1020,promesse50
6167-1008,NOBF
6167-1018,trl1
6168-1009,trl2
6168-1007,promesse200
6168-1006,geoi005
6168-1029,trl2
6168-1028,geoi001
6170-1025,NOBF
6170-1031,trl1
6170-1019,NOBF
6170-1018,NOBF
6170-1022,NOBF
6170-1015,NOBF
6170-1020,NOBF
6170-1021,NOBF
6170-1027,NOBF
6170-1024,NOBF
6170-1023,NOBF
6170-1016,trl2
6170-1014,NOBF
6170-1017,NOBF
6170-1026,NOBF
6172-1038,geoi005
6172-1033,NOBF
6175-1006,geoi01
6175-1036,trl2
6175-1008,trl1
6175-1007,trl2
6175-1035,NOBF
6175-1019,promesse200
6175-1027,promesse200
6175-1023,trl3
6175-1014,trl2
6175-1016,trl1
6175-1029,promesse200
6175-1020,geoi005
6175-1026,trl3
6175-1025,geoi001
6175-1015,geoi001
6175-1010,geoi001
6175-1028,trl2
6175-1013,NOBF
6175-1031,geoi01
6175-1018,trl3
6175-1011,trl1
6176-1014,NOBF
6176-1008,NOBF
6176-1007,NOBF
6176-1031,NOBF
6176-1006,NOBF
6176-1013,trl1
6176-1016,NOBF
6176-1022,NOBF
6176-1020,NOBF
6176-1005,NOBF
6176-1004,NOBF
6176-1019,NOBF
6176-1018,NOBF
6176-1003,geoi01
6176-1015,NOBF
6176-1035,NOBF
6176-1021,NOBF
6176-1034,NOBF
6176-1030,NOBF
6176-1012,NOBF
6176-1011,NOBF
6177-1019,trl2
6177-1028,trl3
6177-1017,trl3
6177-1012,geoi001
6177-1034,geoi001
6177-1026,geoi005
6177-1018,trl2
6177-1035,promesse100
6177-1033,trl3
6177-1029,trl1
6179-1020,NOBF
6179-1021,NOBF
6179-1018,NOBF
6179-1023,NOBF
6179-1019,NOBF
6179-1012,NOBF
6179-1016,NOBF
6179-1014,NOBF
6179-1013,NOBF
6179-1022,NOBF
6179-1017,NOBF
6179-1015,NOBF
6180-1009,promesse200
6180-1016,NOBF
6180-1039,NOBF
6180-1038,NOBF
6180-1030,NOBF
6180-1029,NOBF
6180-1018,NOBF
6180-1010,NOBF
6180-1031,geoi001
6180-1008,trl1
6180-1025,geoi005
6181-1020,geoi001
6181-1019,trl2
6181-1035,geoi01
6187-1031,promesse200
6187-1029,NOBF
6187-1009,NOBF
6187-1030,NOBF
6187-1007,NOBF
6187-1028,NOBF
6187-1023,NOBF
6187-1008,NOBF
6187-1027,NOBF
6188-1035,NOBF
6188-1036,NOBF
6188-1030,geoi005
6188-1039,geoi01
6188-1038,NOBF
6188-1026,NOBF
6188-1027,NOBF
6188-1033,NOBF
6188-1037,NOBF
6188-1040,trl1
6188-1028,NOBF
6188-1032,NOBF
6189-1002,NOBF
6194-1007,geoi005
6194-1019,trl1
6194-1026,trl1
6194-1029,promesse200
6194-1030,NOBF
6194-1027,trl1
5477-1255,NOBF
5477-1252,NOBF
5477-1253,geoi005
5477-1260,NOBF
5477-1267,NOBF
5477-1261,NOBF
5477-1256,geoi01
5480-1273,geoi005
5542-1237,geoi005
5542-1240,geoi005
5542-1243,promesse50
5542-1239,promesse50
5542-1246,promesse50
5542-1253,promesse200
5542-1259,NOBF
5542-1238,NOBF
5542-1245,geoi001
5542-1247,promesse200
5542-1254,geoi001
5542-1261,promesse50
5542-1242,trl1
5542-1257,trl2
5542-1241,geoi001
5542-1236,trl2
5542-1263,trl1
5542-1244,geoi005
5542-1256,trl1
5542-1255,promesse50
5542-1251,NOBF
5925-1237,NOBF
5925-1238,NOBF
5925-1239,NOBF
5927-1268,NOBF
5927-1267,geoi01
5927-1269,geoi01
5928-1261,NOBF
5928-1248,NOBF
5928-1242,NOBF
5928-1267,NOBF
5928-1249,geoi01
5928-1236,NOBF
5928-1262,NOBF
5928-1263,NOBF
5928-1237,NOBF
5928-1272,geoi005
5928-1243,promesse50
5928-1253,NOBF
5928-1250,promesse50
5928-1246,NOBF
5928-1244,geoi005
5928-1270,NOBF
5928-1252,NOBF
5928-1240,NOBF
5928-1260,NOBF
5928-1239,NOBF
5928-1245,NOBF
5928-1241,NOBF
5928-1271,geoi01
5928-1247,NOBF
5928-1265,NOBF
5928-1238,NOBF
5936-1267,NOBF
5936-1266,NOBF
5936-1264,NOBF
5936-1269,NOBF
5936-1270,trl2
5936-1265,NOBF
5936-1268,NOBF
5936-1256,geoi01
5938-1276,geoi001
5938-1283,trl3
5938-1257,trl2
5938-1278,promesse200
5938-1249,geoi01
5938-1255,NOBF
5938-1246,NOBF
5938-1256,NOBF
5938-1264,trl1
5938-1258,geoi001
5938-1252,NOBF
5938-1237,geoi005
5938-1271,geoi005
5938-1275,trl3
5938-1250,promesse100
5938-1272,promesse200
5938-1273,promesse200
5938-1251,trl3
5939-1256,NOBF
5940-1256,NOBF
5940-1265,NOBF
5940-1266,NOBF
5940-1253,geoi01
5940-1267,NOBF
5940-1264,NOBF
5940-1261,trl1
5940-1251,NOBF
5940-1262,NOBF
5940-1257,geoi01
5941-1256,promesse200
5941-1253,NOBF
5941-1254,NOBF
5941-1251,geoi005
5941-1252,geoi001
5941-1255,geoi001
5942-1275,NOBF
5942-1274,NOBF
5942-1244,NOBF
5942-1267,NOBF
5944-1271,NOBF
5944-1269,NOBF
5944-1275,trl3
5944-1276,geoi005
5944-1270,NOBF
5945-1268,NOBF
5945-1267,NOBF
5945-1269,NOBF
5947-1258,NOBF
5947-1260,NOBF
5950-1267,NOBF
5950-1265,NOBF
5950-1269,NOBF
5950-1266,NOBF
5950-1268,NOBF
5950-1270,NOBF
5957-1253,NOBF
5957-1261,NOBF
5957-1263,geoi01
5957-1257,NOBF
5957-1255,NOBF
5957-1251,NOBF
5957-1256,NOBF
5957-1260,NOBF
5957-1259,NOBF
5957-1237,NOBF
5957-1238,NOBF
5957-1248,NOBF
5957-1239,NOBF
5957-1247,NOBF
5958-1260,NOBF
5958-1259,NOBF
5959-1243,geoi001
5959-1246,geoi001
5959-1244,trl3
5959-1240,geoi001
5959-1275,promesse100
5959-1250,NOBF
5959-1241,promesse50
5959-1245,geoi001
5959-1247,trl3
5960-1252,NOBF
5960-1240,NOBF
5960-1239,NOBF
5960-1245,NOBF
5960-1241,NOBF
5960-1244,NOBF
5960-1246,NOBF
5960-1247,NOBF
5960-1238,NOBF
5960-1242,NOBF
5960-1243,NOBF
5960-1248,NOBF
5960-1237,NOBF
5960-1250,NOBF
5960-1251,NOBF
5960-1249,NOBF
5961-1254,trl1
5961-1253,geoi01
5962-1260,NOBF
5962-1270,promesse50
5963-1268,NOBF
5963-1267,NOBF
5964-1271,promesse200
5964-1267,promesse50
5964-1268,promesse50
5964-1263,geoi001
5965-1283,NOBF
5965-1284,NOBF
5965-1276,NOBF
5965-1282,NOBF
5965-1277,NOBF
5965-1281,NOBF
5965-1280,NOBF
5965-1279,NOBF
5965-1275,NOBF
5965-1278,NOBF
5966-1256,NOBF
5966-1262,NOBF
5966-1257,NOBF
5966-1263,NOBF
5966-1271,NOBF
5966-1272,NOBF
5966-1264,NOBF
5967-1263,trl1
5967-1272,NOBF
5967-1271,NOBF
5967-1257,promesse100
5967-1256,trl3
5967-1262,geoi005
5967-1264,trl1
5969-1277,trl3
5969-1249,geoi001
5969-1255,promesse200
5969-1250,trl2
5969-1267,NOBF
5969-1269,trl1
5969-1253,geoi001
5969-1257,NOBF
5969-1254,promesse200
5969-1251,trl2
5969-1268,NOBF
5969-1252,trl3
5972-1278,geoi01
5972-1266,geoi01
5972-1268,trl2
5972-1261,geoi01
5973-1237,geoi01
5973-1238,geoi01
5973-1242,geoi01
5973-1279,geoi01
5973-1239,geoi01
5973-1273,NOBF
5973-1253,geoi005
5973-1274,trl2
5973-1240,geoi01
5973-1244,geoi005
5973-1275,geoi005
5973-1277,geoi005
5973-1280,geoi01
5973-1278,geoi01
5973-1245,NOBF
5973-1246,NOBF
5973-1281,geoi01
5973-1271,geoi01
5973-1272,NOBF
5974-1266,geoi01
5974-1259,trl1
5974-1258,geoi005
5974-1270,NOBF
5974-1271,NOBF
5974-1252,NOBF
5974-1260,trl1
5974-1263,geoi005
5974-1261,trl1
5976-1259,NOBF
5976-1258,NOBF
5976-1260,NOBF
5976-1268,NOBF
5976-1257,NOBF
5976-1261,NOBF
5976-1269,NOBF
5976-1267,trl1
5976-1262,NOBF
5976-1250,NOBF
5976-1255,NOBF
5976-1238,NOBF
5976-1249,NOBF
5976-1254,NOBF
5976-1256,NOBF
5976-1241,NOBF
5976-1253,NOBF
5976-1252,NOBF
5976-1239,NOBF
5976-1251,NOBF
5977-1254,NOBF
5977-1237,NOBF
5977-1258,NOBF
5977-1246,NOBF
5977-1236,NOBF
5978-1265,NOBF
5978-1266,promesse50
5978-1255,NOBF
5978-1254,NOBF
5978-1263,NOBF
5978-1258,NOBF
5978-1256,NOBF
5978-1257,NOBF
5978-1264,NOBF
5979-1267,NOBF
5979-1272,NOBF
5986-1255,NOBF
5986-1256,NOBF
5986-1261,NOBF
5986-1263,NOBF
5986-1259,NOBF
5986-1260,NOBF
5986-1265,NOBF
5986-1264,NOBF
5986-1257,NOBF
5986-1258,NOBF
5986-1266,NOBF
5986-1262,NOBF
5989-1275,NOBF
5989-1274,geoi005
5990-1260,geoi001
5990-1255,promesse50
5990-1251,promesse50
5990-1245,trl3
5990-1244,geoi001
5990-1240,promesse50
5990-1267,trl3
5990-1273,trl3
5990-1277,promesse50
5990-1264,trl1
5990-1246,geoi005
5990-1274,trl2
5990-1253,trl3
5990-1243,geoi01
5990-1242,promesse50
5990-1252,promesse50
5990-1272,promesse50
5990-1275,geoi001
5990-1265,geoi005
5990-1270,geoi005
5990-1262,trl3
5990-1250,geoi001
5990-1254,promesse50
5990-1268,promesse50
5990-1241,trl3
5990-1276,promesse200
5990-1281,geoi01
5990-1238,promesse50
5990-1284,promesse50
5990-1283,promesse50
5990-1279,geoi001
5990-1239,geoi001
5990-1259,geoi01
5990-1257,geoi001
5990-1282,NOBF
5990-1278,promesse100
5990-1247,promesse50
5990-1249,promesse50
5990-1237,promesse50
5990-1269,promesse200
5990-1248,trl3
5991-1261,geoi01
5991-1256,trl3
5991-1251,geoi001
5991-1257,geoi001
5991-1243,trl1
5991-1245,trl3
5991-1253,geoi001
6001-1245,trl1
6001-1256,trl3
6001-1269,NOBF
6001-1254,geoi001
6001-1255,geoi01
6001-1253,geoi01
6001-1264,trl1
6001-1241,geoi01
6001-1242,geoi005
6001-1250,trl1
6001-1252,trl2
6001-1237,trl1
6001-1259,trl3
6001-1246,trl3
6001-1258,geoi01
6001-1265,geoi01
6001-1243,geoi01
6001-1267,promesse50
6001-1251,trl1
6001-1239,trl1
6001-1271,NOBF
6001-1261,geoi005
6001-1244,geoi01
6001-1260,geoi005
6001-1266,promesse50
6001-1272,NOBF
6003-1274,NOBF
6003-1260,NOBF
6003-1261,NOBF
6003-1266,NOBF
6003-1265,NOBF
